0,0.00000
1,0.00000
2,3.88641
3,3.89862
4,3.89008
5,3.88763
6,3.88397
7,3.88397
8,3.88275
9,3.88153
10,3.88275
11,3.87787
12,3.87665
13,3.87543
14,3.87543
15,3.87421
16,3.87299
17,3.86932
18,3.87177
19,3.86932
20,3.86932
21,3.86688
22,3.86810
23,3.86078
24,3.86322
25,3.86444
26,3.86322
27,3.86200
28,3.86322
29,3.86078
30,3.86078
31,3.86078
32,3.85834
33,3.86322
34,3.85834
35,3.85834
36,3.85590
37,3.85345
38,3.85590
39,3.85345
40,3.85468
41,3.85345
42,3.85345
43,3.85468
44,3.85345
45,3.85345
46,3.85590
47,3.84979
48,3.85223
49,3.84735
50,3.84857
51,3.84735
52,3.84613
53,3.84613
54,3.84735
55,3.84613
56,3.84491
57,3.84735
58,3.84613
59,3.84613
60,3.82416
61,3.84613
62,3.84613
63,3.84613
64,3.84491
65,3.84369
66,3.79974
67,3.84491
68,3.84491
69,3.84979
70,3.84369
71,3.84979
72,3.84247
73,3.84613
74,3.84247
75,3.84369
76,3.84125
77,3.84125
78,3.84247
79,3.84125
80,3.84247
81,3.84003
82,3.84247
83,3.84125
84,3.84247
85,3.82050
86,3.84125
87,3.84125
88,3.84247
89,3.84247
90,3.84247
91,3.79364
92,3.84003
93,3.84247
94,3.84491
95,3.84003
96,3.84979
97,3.84003
98,3.84003
99,3.84003
100,3.84003
101,3.83881
102,3.83759
103,3.83881
104,3.83881
105,3.83881
106,3.83881
107,3.84003
108,3.83759
109,3.83759
110,3.81927
111,3.84003
112,3.83881
113,3.84003
114,3.84125
115,3.84003
116,3.79120
117,3.84003
118,3.83881
119,3.83881
120,3.83514
121,3.84735
122,3.83881
123,3.84125
124,3.83759
125,3.83759
126,3.83759
127,3.83636
128,3.83759
129,3.83881
130,3.83881
131,3.83759
132,3.83881
133,3.83881
134,3.83881
135,3.81805
136,3.83881
137,3.83881
138,3.84003
139,3.83881
140,3.83636
141,3.79242
142,3.84003
143,3.83881
144,3.83881
145,3.83759
146,3.84491
147,3.84003
148,3.84003
149,3.83881
150,3.83881
151,3.83636
152,3.83636
153,3.83881
154,3.83881
155,3.83759
156,3.83636
157,3.83759
158,3.83881
159,3.83881
160,3.81683
161,3.83759
162,3.84247
163,3.83881
164,3.83881
165,3.83759
166,3.78998
167,3.83881
168,3.83514
169,3.84003
170,3.83759
171,3.83881
172,3.83759
173,3.84003
174,3.83881
175,3.83881
176,3.84125
177,3.83881
178,3.83881
179,3.83881
180,3.83881
181,3.83881
182,3.83881
183,3.83881
184,3.83881
185,3.83881
186,3.84125
187,3.83881
188,3.83636
189,3.84613
190,3.83514
191,3.84003
192,3.83881
193,3.83514
194,3.83759
195,3.83514
196,3.83759
197,3.83636
198,3.83881
199,3.83881
200,3.83881
201,3.83881
202,3.83759
203,3.81683
204,3.83881
205,3.83881
206,3.83881
207,3.83759
208,3.83636
209,3.78998
210,3.83759
211,3.83759
212,3.84003
213,3.84003
214,3.84491
215,3.83514
216,3.83881
217,3.83636
218,3.83514
219,3.83514
220,3.83514
221,3.83636
222,3.83636
223,3.83759
224,3.83636
225,3.84003
226,3.83636
227,3.83759
228,3.81561
229,3.83636
230,3.83759
231,3.83636
232,3.83759
233,3.83636
234,3.79120
235,3.83759
236,3.83636
237,3.84125
238,3.83514
239,3.84247
240,3.83514
241,3.83759
242,3.83514
243,3.83636
244,3.83636
245,3.83514
246,3.83514
247,3.83514
248,3.83514
249,3.83514
250,3.83514
251,3.83636
252,3.83636
253,3.81561
254,3.83636
255,3.83636
256,3.83759
257,3.83514
258,3.83636
259,3.78754
260,3.83636
261,3.83881
262,3.83759
263,3.83636
264,3.83514
265,3.83514
266,3.83514
267,3.83514
268,3.83514
269,3.83514
270,3.83270
271,3.83514
272,3.83392
273,3.83636
274,3.83514
275,3.83759
276,3.83636
277,3.83636
278,3.81561
279,3.83514
280,3.83636
281,3.83636
282,3.83881
283,3.83514
284,3.78998
285,3.83881
286,3.83636
287,3.84003
288,3.83148
289,3.84491
290,3.83636
291,3.83514
292,3.83636
293,3.83270
294,3.83514
295,3.83392
296,3.83514
297,3.83514
298,3.83636
299,3.83514
300,3.83514
301,3.83514
302,3.83514
303,3.81317
304,3.83636
305,3.83636
306,3.83881
307,3.83759
308,3.83636
309,3.78998
310,3.83636
311,3.83514
312,3.83270
313,3.83514
314,3.83881
315,3.83514
316,3.83759
317,3.82416
318,3.83636
319,3.83881
320,3.83881
321,3.83636
322,3.83636
323,3.83881
324,3.83759
325,3.83636
326,3.83759
327,3.83636
328,3.83636
329,3.83636
330,3.83636
331,3.83392
332,3.84369
333,3.83514
334,3.83759
335,3.83514
336,3.83514
337,3.83514
338,3.83270
339,3.83636
340,3.83514
341,3.83514
342,3.83514
343,3.83759
344,3.83636
345,3.83636
346,3.81561
347,3.83881
348,3.83881
349,3.83636
350,3.83759
351,3.83392
352,3.78998
353,3.83636
354,3.83636
355,3.83881
356,3.83514
357,3.84247
358,3.83514
359,3.83759
360,3.83514
361,3.83270
362,3.83392
363,3.83514
364,3.83514
365,3.83636
366,3.83514
367,3.83514
368,3.83759
369,3.83270
370,3.83514
371,3.81561
372,3.83636
373,3.83514
374,3.83514
375,3.83636
376,3.83392
377,3.78998
378,3.83514
379,3.83636
380,3.83636
381,3.83881
382,3.84247
383,3.83636
384,3.83759
385,3.83392
386,3.83270
387,3.83392
388,3.83270
389,3.83514
390,3.83392
391,3.83514
392,3.83392
393,3.83514
394,3.83514
395,3.83514
396,3.81439
397,3.83514
398,3.83636
399,3.83514
400,3.83636
401,3.83514
402,3.78876
403,3.83514
404,3.83636
405,3.84125
406,3.83636
407,3.82172
408,3.83514
409,3.83636
410,3.83392
411,3.83392
412,3.83392
413,3.83514
414,3.83392
415,3.83392
416,3.83392
